ID,date,mode,time_arrive,time_leave,car_own,rank_1,rank_2,rank_3,rank_4,rank_5,first_activity,last_activity,school_year,housing,complex,housing_type,city,longitude,latitude,grow_up,hs_modes,gender,married,children,college,college_work,work,parent_education
R_3KqBOsuomykkGbm,2022-03-29 11:56:46,Carpool,7H 30M 0S,17H 15M 0S,Yes,Availability,Convenience,Distance,Cost,NA,2,8,Freshman,Non-BYU-contracted housing (including with family),NA,NA,Other (specify):,NA,NA,Lehi utah usa,"Drive alone or with siblings,Dropped off by parent or guardian",Prefer not to say,Yes,No,Other/Undeclared,NA,"Yes, on campus",Master's degree
R_2ccuqzPqhMVNGcc,2022-03-29 11:58:41,Drive alone,9H 30M 0S,17H 0M 0S,Yes,Convenience,Parking,Distance,Preference,Time,8,8,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65578531606062,40.236369190999994,"Fishersville, VA, USA",Drive alone or with siblings,Male,Yes,No,Life Sciences,NA,"Yes, on campus",Master's degree
R_24oQuoT2Coxgq2O,2022-03-29 11:59:05,Walk,9H 0M 0S,22H 0M 0S,No,NA,NA,NA,NA,NA,8,10,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,California,"Drive alone or with siblings,Dropped off by parent or guardian",Female,No,No,Life Sciences,NA,No,Master's degree
R_28Z1lmAJRclUA3l,2022-03-29 11:59:12,Walk,9H 15M 0S,16H 20M 0S,No,Convenience,Distance,NA,NA,NA,9,6,Sophomore,On-campus housing,Heritage Halls,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical and Mathematical Sciences,NA,"Yes, on campus",Bachelor's degree
R_1KkGihDFWW33eWI,2022-03-29 12:00:18,Walk,8H 0M 0S,17H 0M 0S,No,NA,NA,NA,NA,NA,10,6,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,Boise ID,Drive alone or with siblings,Male,No,No,"Family, Home, and Social Sciences",NA,No,Trade school
R_2slTXEjEPyGoziF,2022-03-29 12:01:06,Walk,10H 59M 0S,11H 45M 0S,Yes,NA,NA,NA,NA,NA,2,6,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.65014499424244,40.24039559154545,Texas,Drive alone or with siblings,Male,No,No,Business,NA,"Yes, off campus",Bachelor's degree
R_3irMIpXYxwPNh9f,2022-03-29 12:01:19,Walk,12H 0M 0S,13H 0M 0S,Yes,Parking,Health,NA,NA,NA,4,4,Sophomore,On-campus housing,Helaman Halls,NA,NA,111.65426,40.2531,Djs,Drive alone or with siblings,Non-binary / third gender,No,"Yes, 1",Engineering,NA,NA,Bachelor's degree
R_1QhezCeweCIamGo,2022-03-29 12:01:56,Walk,8H 0M 0S,17H 0M 0S,Yes,Cost,Parking,Environment,Distance,Exercise,9,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65188047787879,40.23696022227272,"San Diego, CA, USA","Dropped off by parent or guardian,Walk",Female,No,No,Life Sciences,NA,"Yes, on campus",Doctorate or professional degree
R_dne4I6bt5QOb6q5,2022-03-29 12:06:25,Motorcycle or similar,10H 0M 0S,16H 0M 0S,Yes,Parking,Convenience,Cost,Flexibility,NA,6,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.66786138969698,40.25602098081818,"Salt Lake City, Utah","Drive alone or with siblings,Motorcycle or similar",Male,No,No,Engineering,NA,No,Master's degree
R_psBN9o9zVRIjwjf,2022-03-29 12:06:57,Walk,9H 30M 0S,17H 15M 0S,Yes,Parking,Cost,Convenience,Flexibility,Time,8,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65045834545455,40.241097441181815,"Olympia, Washington","Drive alone or with siblings,School bus",Female,No,No,Education,NA,"Yes, on campus",Bachelor's degree
R_2f4QhqcuFN0xdlf,2022-03-29 12:08:42,UTA Transit (incl. UVX Bus),9H 15M 0S,12H 20M 0S,Yes,Parking,Cost,Distance,Preference,NA,8,6,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64260046121213,40.22610002263636,Magnolia TX,Drive alone or with siblings,Female,Yes,No,"Family, Home, and Social Sciences",NA,"Yes, off campus",Bachelor's degree
R_2DYnqajpGQ8NZ1W,2022-03-29 12:11:01,Walk,8H 0M 0S,22H 9M 0S,Yes,Convenience,Distance,Health,Preference,Exercise,8,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65149481484849,40.24155918436363,Idaho falls Idaho USA,Drive alone or with siblings,Female,No,No,"Family, Home, and Social Sciences",NA,No,Master's degree
R_2U0okDGQ2LmAjBS,2022-03-29 12:12:28,Dropped off by someone else,11H 6M 0S,17H 10M 0S,Yes,Convenience,Parking,Environment,Cost,NA,6,6,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64134705636364,40.243369217636364,Juneau AK,"Drive alone or with siblings,Dropped off by parent or guardian",Female,No,No,Life Sciences,NA,"Yes, both on and off campus",Doctorate or professional degree
R_2S7Cug6UobiIx7B,2022-03-29 12:13:27,Walk,10H 40M 0S,18H 0M 0S,Yes,Convenience,Distance,Parking,Exercise,Preference,9,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.66296829000001,40.24283359554545,"Aurora, Colorado, USA",Drive alone or with siblings,Female,No,No,Fine Arts and Communications,NA,"Yes, on campus",Bachelor's degree
R_3QVrjLNs0XrspYB,2022-03-29 12:15:04,"Bicycle, scooter, skateboard, etc.",9H 30M 0S,15H 30M 0S,Yes,Environment,Cost,Exercise,Health,Preference,9,9,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64515547878788,40.22936916436363,"Alpine, UT, USA",Carpool with peers,Male,No,No,Business,NA,"Yes, on campus",Bachelor's degree
R_3EFOLKzs2Shi2bZ,2022-03-29 12:15:52,The Ryde shuttle bus,9H 0M 0S,16H 0M 0S,Yes,NA,NA,NA,NA,NA,9,9,Senior,On-campus housing,Wymount Terrace,NA,NA,111.6414,40.25899,California,"Drive alone or with siblings,Carpool with peers",Female,Yes,No,Humanities,NA,"Yes, off campus",Master's degree
R_2S34nc9lZuh2kuL,2022-03-29 12:17:08,Walk,8H 55M 0S,20H 50M 0S,Yes,NA,NA,NA,NA,NA,7,2,Junior,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Draper, Utah","Drive alone or with siblings,School bus",Male,No,No,Other/Undeclared,NA,No,Bachelor's degree
R_4YkC4AFy4SM1gsN,2022-03-29 12:17:29,Walk,8H 0M 0S,17H 0M 0S,Yes,Distance,Cost,Exercise,Preference,NA,9,2,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.63683961969699,40.25064629018182,murrieta california,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,Walk",Female,Yes,No,Education,NA,"Yes, on campus",Bachelor's degree
R_1hAT4FSm5ktNwWU,2022-03-29 12:19:27,The Ryde shuttle bus,8H 0M 0S,17H 0M 0S,Yes,Cost,Convenience,Parking,Time,Availability,9,9,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.6403105869697,40.23841933072727,Idaho,"Drive alone or with siblings,Dropped off by parent or guardian,School bus",Male,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Master's degree
R_31MeHgNPWOytLB9,2022-03-29 12:19:35,Dropped off by someone else,9H 15M 0S,17H 0M 0S,Yes,Time,Distance,Convenience,Cost,NA,9,9,Senior,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.64585449303031,40.232638306090905,"Washington, Illinois, United States",Drive alone or with siblings,Female,Yes,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Master's degree
R_PHCfZUCk8Ek5PPP,2022-03-29 12:20:03,Dropped off by someone else,9H 28M 0S,18H 0M 0S,Yes,Convenience,Parking,Availability,NA,NA,9,9,Junior,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.66492070909092,40.25136660954545,"Pleasant Grove, UT, United States",Drive alone or with siblings,Male,Yes,No,Business,NA,"Yes, off campus",Master's degree
R_2BaFuqJyJ2bG3j8,2022-03-29 12:21:34,Walk,9H 46M 0S,19H 30M 0S,No,Parking,Cost,Availability,Time,Distance,8,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.66513764454547,40.24663835936364,"Denver, CO","Drive alone or with siblings,Carpool with peers,School bus",Female,No,No,Life Sciences,NA,"Yes, on campus",No college/post-secondary education
R_yCRyF69W3QxQWo9,2022-03-29 12:26:15,Drive alone,8H 30M 0S,20H 50M 0S,Yes,Convenience,Time,Parking,Flexibility,Preference,10,9,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.64898800515152,40.23998925754545,"Queen Creek, Arizona, USA","Drive alone or with siblings,Carpool with peers",Male,No,No,Business,NA,"Yes, both on and off campus",Doctorate or professional degree
R_3Rdu97bQlV2hQFs,2022-03-29 12:27:55,Walk,9H 0M 0S,16H 30M 0S,No,Convenience,Distance,Weather,Exercise,Time,8,6,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Lexington, Kentucky, USA","Dropped off by parent or guardian,School bus,Walk",Male,No,No,Life Sciences,NA,"Yes, on campus",Doctorate or professional degree
R_sBSyLlY7rg1qeA1,2022-03-29 12:28:53,Walk,10H 35M 0S,21H 30M 0S,Yes,Cost,Parking,Distance,Preference,Health,2,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65725565636365,40.243184520363634,"Naperville, Illinois, USA",Drive alone or with siblings,Male,No,No,Engineering,NA,"Yes, off campus",Bachelor's degree
R_2qCd0XlyhKOGqkH,2022-03-29 12:29:11,Motorcycle or similar,7H 57M 0S,15H 29M 0S,Yes,Cost,Parking,Preference,Convenience,Weather,12,8,Senior,Non-BYU-contracted housing (including with family),NA,NA,Orem,111.69352,40.29717,The dalles OR,Drive alone or with siblings,Male,Yes,No,Engineering,NA,"Yes, off campus",Some college
R_24zxYsmIGAsEBm9,2022-03-29 12:29:28,Walk,10H 30M 0S,19H 0M 0S,Yes,Distance,Parking,Cost,Environment,Exercise,2,8,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64566166151516,40.242667368,"Sandy, UT, USA",Drive alone or with siblings,Female,No,No,Life Sciences,NA,"Yes, on campus",Bachelor's degree
R_2ysHixC3ja7t8nm,2022-03-29 12:30:21,Drive alone,7H 27M 0S,21H 28M 0S,Yes,Convenience,Time,Flexibility,Distance,Parking,8,6,Junior,On-campus housing,Wymount Terrace,NA,NA,111.6414,40.25899,San Diego California,Drive alone or with siblings,Female,Yes,No,Business,NA,"Yes, on campus",Some college
R_6Fhn1Soug4mbCq5,2022-03-29 12:31:06,Walk,8H 35M 0S,14H 15M 0S,Yes,Parking,Cost,Exercise,Distance,Convenience,10,10,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66046148030304,40.246804586909086,Omaha Nebraska,Drive alone or with siblings,Female,No,No,Humanities,NA,No,Master's degree
R_2ft3WIPG2Q6Z2Nj,2022-03-29 12:31:17,"Bicycle, scooter, skateboard, etc.",7H 28M 0S,17H 28M 0S,Yes,Distance,Time,Exercise,Flexibility,Convenience,8,2,Sophomore,On-campus housing,Wymount Terrace,NA,NA,111.6414,40.25899,"Woodbridge, VA USA",Carpool with peers,Male,Yes,No,Life Sciences,NA,No,Associate's degree
R_1QgOA4YQlBJ3u5F,2022-03-29 12:32:16,Walk,9H 45M 0S,21H 27M 0S,No,Availability,Cost,Health,Weather,Exercise,9,6,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Woodbridge, VA, USA",Drive alone or with siblings,Male,No,No,Humanities,NA,No,Doctorate or professional degree
R_2YKdRRbgUrjrWGz,2022-03-29 12:33:00,Walk,8H 0M 0S,16H 15M 0S,Yes,Convenience,Preference,Exercise,Health,NA,9,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64544472606062,40.242667368,Mesa Arizona,"Drive alone or with siblings,Dropped off by parent or guardian",Male,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Doctorate or professional degree
R_2rDD8JDiRQveDnZ,2022-03-29 12:34:10,The Ryde shuttle bus,9H 40M 0S,20H 30M 0S,No,Availability,Convenience,Flexibility,Preference,Distance,6,9,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.64045521060608,40.24039559154545,"Perry, UT, USA","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Male,No,No,Engineering,NA,No,Master's degree
R_2q8J8jJ2WDXjbRi,2022-03-29 12:35:23,The Ryde shuttle bus,7H 50M 0S,18H 0M 0S,Yes,Parking,Distance,Convenience,Environment,Preference,10,2,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.64110601696972,40.237551253545455,"Gilbert, Arizona, United States","Drive alone or with siblings,Dropped off by parent or guardian",Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Bachelor's degree
R_2VDYQ1pYNxWemuO,2022-03-29 12:35:37,The Ryde shuttle bus,8H 28M 0S,18H 0M 0S,Yes,Convenience,Parking,Distance,Cost,Time,9,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65142250303032,40.23873331609091,"Quincy, California, USA","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,Walk",Female,No,No,Engineering,NA,"Yes, on campus",Associate's degree
R_3QE3dJVMsGqTsfi,2022-03-29 12:35:58,Walk,8H 0M 0S,17H 0M 0S,Yes,Distance,Convenience,NA,NA,NA,7,7,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Plain City, Utah",Drive alone or with siblings,Male,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Bachelor's degree
R_3fwyqpMkAJDV2fh,2022-03-29 12:37:30,The Ryde shuttle bus,7H 15M 0S,16H 30M 0S,No,Convenience,Distance,Cost,NA,NA,8,10,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.66183540484849,40.25829275727273,California,Dropped off by parent or guardian,Male,No,No,Engineering,NA,No,Master's degree
R_XvOz8YrDdIpmpwJ,2022-03-29 12:37:38,Drive alone,12H 1M 0S,21H 30M 0S,Yes,NA,NA,NA,NA,NA,5,10,Senior,Non-BYU-contracted housing (including with family),NA,NA,Other (specify):,NA,NA,"West Jordan, Utah",Drive alone or with siblings,Male,Yes,No,Business,NA,"Yes, on campus",Associate's degree
R_2WBhx1PO5Ve1VPq,2022-03-29 12:40:05,The Ryde shuttle bus,8H 30M 0S,14H 0M 0S,No,Availability,Convenience,Time,Cost,Weather,6,11,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.65915986757577,40.256279557,"Clarksville,Tennessee,USA","Drive alone or with siblings,Carpool with peers,School bus",Male,No,No,Fine Arts and Communications,NA,"Yes, off campus",Master's degree
R_22Dg5HzIelc9xcF,2022-03-29 12:44:04,Drive alone,8H 0M 0S,15H 30M 0S,Yes,NA,NA,NA,NA,NA,11,11,Faculty/Staff,NA,NA,"Owned, Single Family",Other (specify):,NA,NA,"Atlanta, Texas, USA",Drive alone or with siblings,Male,Yes,"Yes, more than 1",NA,Other,NA,Master's degree
R_wMYJHR8fC91zQMF,2022-03-29 12:44:07,UTA Transit (incl. UVX Bus),8H 5M 0S,16H 30M 0S,Yes,Availability,Convenience,Cost,NA,NA,8,6,Senior,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.65747259181819,40.22968314972727,"Sandy, UT","Drive alone or with siblings,Carpool with peers",Male,Yes,No,Life Sciences,NA,"Yes, off campus",Doctorate or professional degree
R_1jvRM3RTj0eOId3,2022-03-29 12:50:01,Walk,8H 10M 0S,14H 45M 0S,No,Distance,Environment,Cost,Convenience,Parking,9,7,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.65202510151516,40.24155918436363,"Rexburg, Idaho, USA","Drive alone or with siblings,School bus,Bicycle, scooter, skateboard, etc.,Walk",Male,No,No,Life Sciences,NA,"Yes, off campus",Master's degree
R_2ffBqkRSOJAZ4uL,2022-03-29 12:50:38,Walk,10H 30M 0S,16H 0M 0S,No,Availability,Convenience,Flexibility,Cost,NA,6,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66330574515152,40.250683229636365,"Huntsville, AL","Drive alone or with siblings,Carpool with peers,School bus",Female,No,No,Fine Arts and Communications,NA,"Yes, on campus",Bachelor's degree
R_aWXxgzOnioqW6TT,2022-03-29 12:58:00,Walk,10H 0M 0S,17H 56M 0S,No,NA,NA,NA,NA,NA,2,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.66183540484849,40.24800511918182,Laie,Drive alone or with siblings,Male,No,No,Life Sciences,NA,NA,NA
R_28XTazwWyihkoAZ,2022-03-29 12:58:54,Drive alone,12H 0M 0S,13H 0M 0S,Yes,Flexibility,Time,Convenience,Distance,Preference,6,6,Senior,Non-BYU-contracted housing (including with family),NA,NA,Orem,111.69352,40.29717,"Orem, UT USA","Drive alone or with siblings,Dropped off by parent or guardian",Male,No,No,Engineering,NA,"Yes, off campus",Bachelor's degree
R_2ByPXAj2SCF0V7M,2022-03-29 12:59:41,UTA Transit (incl. UVX Bus),NA,16H 0M 0S,No,Cost,Convenience,NA,NA,NA,5,10,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65376058515153,40.23786523890909,Mi,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,School bus",Male,No,No,Engineering,NA,"Yes, on campus",Bachelor's degree
R_3HpkHy7fI6kl80i,2022-03-29 12:59:41,Other (specify):,7H 0M 0S,17H 0M 0S,Yes,Parking,Distance,Time,Weather,Convenience,6,10,Junior,On-campus housing,Heritage Halls,NA,NA,NA,NA,Salt Lake City,"Drive alone or with siblings,Dropped off by parent or guardian",Female,No,No,Fine Arts and Communications,NA,"Yes, off campus",Master's degree
R_1eqJQLbqdAx7SlB,2022-03-29 13:00:23,Walk,9H 0M 0S,20H 0M 0S,Yes,Preference,Cost,Parking,Distance,Convenience,8,10,Graduate student,Off-campus BYU-contracted housing,NA,NA,Provo,111.66034096060606,40.25046159290909,South Africa,"Drive alone or with siblings,Dropped off by parent or guardian",Male,No,No,Life Sciences,NA,"Yes, on campus",Bachelor's degree
R_1MMxxmXyetYQykp,2022-03-29 13:00:49,Walk,12H 50M 0S,15H 15M 0S,Yes,Parking,Distance,Preference,Time,Cost,8,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65785825484849,40.242094806454546,"Salem, Oregon, USA","Drive alone or with siblings,School bus,Walk",Male,No,No,Other/Undeclared,NA,"Yes, on campus",Doctorate or professional degree
R_1pQGQjVFereYWRI,2022-03-29 13:06:03,Drive alone,10H 0M 0S,14H 0M 0S,Yes,Parking,Distance,NA,NA,NA,6,6,Faculty/Staff,NA,NA,"Renting, Single Family",Other (specify):,NA,NA,Anchorage Alaska USA,Walk,Male,No,No,NA,Other,NA,Bachelor's degree
R_2dgdu1IeoBoqsr4,2022-03-29 13:06:36,Walk,10H 0M 0S,18H 0M 0S,Yes,Convenience,Parking,Distance,Flexibility,NA,8,9,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.65171175030304,40.23965680245454,"Rupert, ID, USA",Drive alone or with siblings,Male,No,No,Business,NA,No,Doctorate or professional degree
R_RjX95oAqCrn0FC9,2022-03-29 13:08:09,Drive alone,9H 0M 0S,17H 5M 0S,Yes,Flexibility,Convenience,Distance,Preference,NA,8,6,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.6681747409091,40.26193129354545,"Sandy, Utah, USA",Drive alone or with siblings,Female,No,No,Fine Arts and Communications,NA,"Yes, both on and off campus",Doctorate or professional degree
R_2vYMYxUbiJzt6LC,2022-03-29 13:09:39,Walk,10H 45M 0S,15H 0M 0S,Yes,Time,Convenience,Distance,Environment,Parking,5,11,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64513137484849,40.244348113181815,"Salt Lake City, Utah, USA","School bus,Walk",Female,No,No,Humanities,NA,"Yes, on campus",Master's degree
R_2UY3XZhmTiESkR3,2022-03-29 13:10:46,Walk,9H 25M 0S,13H 47M 0S,No,Convenience,Parking,NA,NA,NA,9,6,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.64971112333335,40.24004466672727,NA,"Drive alone or with siblings,Dropped off by parent or guardian",Female,No,No,Business,NA,"Yes, on campus",Master's degree
R_Apbzn0GAetpnkml,2022-03-29 13:10:52,UTA Transit (incl. UVX Bus),7H 30M 0S,20H 30M 0S,Yes,Cost,Distance,NA,NA,NA,7,2,Freshman,Non-BYU-contracted housing (including with family),NA,NA,Other (specify):,NA,NA,"Chino, CA, USA",Drive alone or with siblings,Male,No,No,Business,NA,"Yes, on campus",Some college
R_22EyoguGkBJ3upK,2022-03-29 13:11:29,Dropped off by someone else,9H 50M 0S,17H 30M 0S,Yes,Time,Convenience,Parking,Distance,NA,9,7,Junior,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.67494794787879,40.24168847245454,Plano Texas,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Female,Yes,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Bachelor's degree
R_3HXj1Oxa8I5gMDg,2022-03-29 13:13:53,Walk,8H 0M 0S,17H 0M 0S,Yes,Distance,Parking,Time,NA,NA,8,4,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.65081990454546,40.24052487963636,Ut,"Drive alone or with siblings,Carpool with peers",Male,No,No,Business,NA,"Yes, off campus",Master's degree
R_2TKSKnICGsOCEHb,2022-03-29 13:14:04,Walk,NA,18H 0M 0S,No,NA,NA,NA,NA,NA,10,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.660582,40.252456323454545,"Rockville, MD",School bus,Female,No,No,Life Sciences,NA,"Yes, on campus",Doctorate or professional degree
R_2ToCh8BDPkc1WT9,2022-03-29 13:17:48,Walk,13H 17M 0S,13H 17M 0S,No,NA,NA,NA,NA,NA,10,4,Freshman,On-campus housing,Helaman Halls,NA,NA,111.65426,40.2531,D,"Motorcycle or similar,Walk",Male,No,No,Religious Studies,NA,"Yes, off campus",Trade school
R_2c64iDTgzOU6w8o,2022-03-29 13:24:00,Walk,9H 10M 0S,16H 30M 0S,Yes,Distance,Time,Preference,Convenience,Weather,7,7,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64286560454546,40.24580722163636,"Boise, Idaho, USA",Drive alone or with siblings,Male,No,No,Engineering,NA,"Yes, on campus",Master's degree
R_2Si4W9jnMQdAawa,2022-03-29 13:29:24,Dropped off by someone else,NA,15H 0M 0S,No,Availability,Convenience,NA,NA,NA,6,6,Sophomore,Non-BYU-contracted housing (including with family),NA,NA,Springville,111.61066,40.16525,"Springville, UT, USA","Bicycle, scooter, skateboard, etc.",Female,No,No,Fine Arts and Communications,NA,No,Bachelor's degree
R_QgH9uTUEFqFS12h,2022-03-29 13:54:44,Walk,6H 30M 0S,17H 0M 0S,Yes,Distance,Time,Cost,Parking,Environment,11,9,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Springville, Utah, USA","Drive alone or with siblings,Walk",Female,No,No,"Family, Home, and Social Sciences",NA,No,Master's degree
R_2abnaqpnt8nZGLL,2022-03-29 13:55:19,Carpool,8H 15M 0S,18H 0M 0S,Yes,Distance,Convenience,Time,NA,NA,7,2,Senior,Non-BYU-contracted housing (including with family),NA,NA,Springville,111.61066,40.16525,Provo,Drive alone or with siblings,Female,Yes,No,Humanities,NA,"Yes, on campus",Master's degree
R_3NEE5xwiluJAyeQ,2022-03-29 14:42:18,Walk,8H 58M 0S,17H 0M 0S,Yes,Preference,Exercise,Cost,Parking,NA,7,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.63683961969699,40.23751431409091,"Putnam Valley, NY, USA","Drive alone or with siblings,Dropped off by parent or guardian",Male,No,No,Engineering,NA,"Yes, on campus",Doctorate or professional degree
R_1d4x3mNdaR88RdO,2022-03-29 14:56:19,The Ryde shuttle bus,9H 12M 0S,15H 35M 0S,Yes,Parking,Convenience,Distance,Environment,NA,2,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65057886515153,40.238604028,"Phoenix, Arizona","Drive alone or with siblings,School bus,Bicycle, scooter, skateboard, etc.",Female,No,No,Life Sciences,NA,"Yes, on campus",Master's degree
R_1NPLFFcJEevYFNv,2022-03-29 15:08:09,The Ryde shuttle bus,8H 50M 0S,20H 40M 0S,Yes,Preference,Parking,Cost,Environment,Convenience,10,9,Senior,On-campus housing,Wymount Terrace,NA,NA,111.6414,40.25899,"Idaho Falls, ID, USA",Drive alone or with siblings,Male,Yes,No,Life Sciences,NA,"Yes, both on and off campus",Master's degree
R_3KvFvH6y27YgtK9,2022-03-29 15:57:10,"Bicycle, scooter, skateboard, etc.",9H 15M 0S,21H 0M 0S,No,Flexibility,Environment,Convenience,NA,NA,10,6,Senior,On-campus housing,Wyview Park,NA,NA,111.66039,40.26054,"Most of childhood in Lexington, KY, but from 10 yrs. old onward, Eden Prairie, MN","Drive alone or with siblings,Carpool with peers",Male,No,No,Engineering,NA,No,Doctorate or professional degree
R_2sc1Tyn7gUNkPKt,2022-03-29 16:19:10,Drive alone,7H 55M 0S,18H 30M 0S,Yes,Time,Convenience,Flexibility,Distance,NA,10,7,Junior,On-campus housing,Wymount Terrace,NA,NA,111.6414,40.25899,"Durham, CA, USA",Drive alone or with siblings,Male,Yes,No,Engineering,NA,"Yes, on campus",Some college
R_1C2sJsbl4cA8bqi,2022-03-29 16:24:28,The Ryde shuttle bus,7H 50M 0S,17H 30M 0S,Yes,Convenience,Availability,Time,NA,NA,9,6,Senior,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.66046148030304,40.24126366872727,"Darien, CT, USA",Drive alone or with siblings,Male,Yes,No,Business,NA,"Yes, on campus",Master's degree
R_1KwpA6aeTtq7f7Z,2022-03-29 16:40:56,Walk,8H 0M 0S,11H 30M 0S,No,Convenience,Distance,NA,NA,NA,9,8,Sophomore,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.65513450969698,40.23912118036363,Pittsburg CA,Drive alone or with siblings,Male,No,No,Life Sciences,NA,No,Master's degree
R_3GdCQpPq0Zpw6GR,2022-03-29 16:54:23,Drive alone,7H 40M 0S,20H 30M 0S,Yes,Time,Convenience,Parking,NA,NA,10,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65735207212123,40.23886260418182,"Bountiful, Utah, USA",Dropped off by parent or guardian,Male,No,No,Fine Arts and Communications,NA,"Yes, on campus",Bachelor's degree
R_Q4a9w5S09YnmmLT,2022-03-29 16:57:52,UTA Transit (incl. UVX Bus),8H 50M 0S,13H 0M 0S,Yes,Distance,Weather,Cost,Parking,Convenience,11,6,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65940090696971,40.237551253545455,"Boise, ID","Carpool with peers,Dropped off by parent or guardian,School bus",Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Doctorate or professional degree
R_31nEWxcL0MPypvk,2022-03-29 18:03:14,Carpool,8H 0M 0S,17H 0M 0S,Yes,Preference,Convenience,Environment,Cost,Parking,6,6,Faculty/Staff,NA,NA,"Owned, Single Family",Orem,111.69352,40.29717,"Orem, utah","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,Walk",Male,Yes,"Yes, more than 1",NA,Other,NA,Master's degree
R_2tkY6Oia2rW3Xil,2022-03-29 23:59:39,Drive alone,8H 34M 0S,23H 35M 0S,Yes,Flexibility,Convenience,Time,Distance,Availability,11,6,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.6419496548485,40.23886260418182,"Saratoga Springs, UT, USA","Drive alone or with siblings,School bus",Male,No,No,Engineering,NA,"Yes, on campus",Bachelor's degree
